name,population,needs_permit,x,y,z,id,edsm_id,primary_economy
Tjindjin,5111347,0,88.28125,15.65625,58.40625,17827,2125,High Tech
Tjinia,3015744,0,14.75,70.40625,-146.8125,17830,7298,Industrial
Tjiwang,2436614,0,125.3125,-7.8125,-86.6875,17832,19174,Industrial
Tjiwuar,5634568,0,-113.375,43.53125,113.75,17833,13788,High Tech
Tjupali,21222986,0,30.9375,-13.75,172.4375,17837,3124,Industrial
Tjupanabo,3785183,0,41.5625,84.5625,82.71875,17839,8858,Industrial
Tjurinas,2856303,0,-20.125,-43.71875,15.40625,17841,9370,Industrial
Tjurojiu,424989,0,26.53125,-76.5,-16.0625,17843,5981,Refinery
Tlakakaltan,11664552,0,-7.15625,-141.09375,-1.125,17845,13905,Industrial
Tlakum,13535931,0,19.46875,-161.4375,118.375,17847,8315,Industrial
Tlapan,2584501,0,38.09375,36.53125,56.875,17848,19350,Industrial
Tlapana,57250042,0,-21.34375,-89.875,-84.21875,17849,17518,Industrial
Tobala,4779808034,0,23.34375,-42.46875,79.3125,17851,5075,Agriculture
Toci,142848,0,-26.90625,-37.46875,-49.9375,17853,5318,Military
Toco,1671865,0,60.875,-101.5,-134.15625,17854,11465,Industrial
Tocorii,6629180453,0,45.46875,-177.40625,46.78125,17856,5273,Agriculture
Todzhinas,23748704,0,64.65625,-52.78125,150.21875,17857,15475,Industrial
Tofana,3325038,0,-42.96875,27,-97.5,17858,10186,Industrial
Togher,13146947,0,-16.125,10.53125,30.25,17859,11634,Industrial
Toli Medeta,3530685,0,-98.125,102.46875,87.34375,17862,3842,Industrial
Tolians,11971555,0,-101.5625,-20.96875,85.25,17863,12704,Industrial
Tolini,4306905,0,42.15625,-53.78125,145.375,17864,2971,High Tech
Tolistshiri,219251,0,127.90625,-17.9375,82.65625,17865,19976,Refinery
Tolit,218515,0,198.375,-109.375,29.21875,17866,5727,Terraforming
Tollan,2574170,0,-14.78125,20,-21.96875,17867,2064,Refinery
Tolofi,8118721,0,-120.5625,-80.9375,96.15625,17869,16398,Industrial
Tolonese,13261536,0,135.21875,-110.3125,-49.09375,17871,16473,Industrial
Toluku,11334104,0,41,141.59375,79.96875,17874,9590,Industrial
Tolun,180947,0,133.4375,-17.125,-68.25,17875,10989,Terraforming
Tomani,334819428,0,61.9375,87.40625,44.875,17878,15545,Agriculture
Tomas,22328,0,-15.21875,-28.65625,-64.65625,17879,13412,Agriculture
Tommavas,1360022360,0,46.84375,109.125,26.21875,17881,19098,Agriculture
Tones,6531687,0,-62.625,37.375,-63.0625,17884,12806,Industrial
Tonesh,7105000341,0,91.59375,-10.5625,-52.125,17885,13370,Agriculture
Tong,2505864,0,-102.03125,15,35,17887,7257,Industrial
Tongaitra,1675102208,0,-69.96875,-42.15625,-105.34375,17888,10229,Agriculture
Tooges,126097,0,-129.34375,6.40625,108.3125,17890,7471,Terraforming
Toolfa,49769105,0,8,-11.1875,-2.65625,17891,3310,High Tech
Toor,58832,0,-87.21875,6.46875,30.65625,17892,10237,Agriculture
Torenai,25248004,0,-17.65625,19.9375,-135.90625,17893,10994,Industrial
Toresit,5735378553,0,69.3125,-197.125,57.1875,17894,2267,Agriculture
Torngita,18345520,0,-0.9375,37.71875,86.96875,17897,3930,Industrial
Torno,5311170,0,-134.15625,-34.4375,-116.09375,17898,5500,Industrial
Toro,763113904,0,-71.28125,-103,-19.375,17899,9187,Agriculture
Toroesing,716695549,0,-70.78125,-85.53125,-87.71875,17900,18572,Terraforming
Toromona,2531972,0,-40.1875,33.75,24.9375,17901,1196,Industrial
Tote,15927631,0,-21.0625,-15.75,-91.75,17904,2263,High Tech
Totenis,2489897,0,189.5625,-122.9375,74.21875,17906,2219,Industrial
Tougeir,9097226,0,-81.6875,42.53125,-83.625,17909,19885,Industrial
Tougeirs,6428421,0,27.3125,-34.75,-43.90625,17910,9375,Industrial
Toxand,35809527,0,85,-11.25,60.625,17911,12568,Industrial
Toxandji,7382558,0,155.09375,-12.40625,61.0625,17914,11581,High Tech
Tpheirset,7174008873,0,-37.46875,67.5,97.59375,17919,19449,Agriculture
Tphen Slata,6751704992,0,77.625,44.5,-63.3125,17920,12088,Agriculture
Trani,130974,0,87.53125,-72.40625,110.21875,17922,3460,Extraction
Trante,226194,0,128.875,-3.5,26.40625,17923,11823,Military
Treima,93704,0,-37,-114,65,17926,8502,Colony
Trepin,28601014,0,26.375,10.5625,9.78125,17928,6654,Industrial
Trevakat,2208599,0,-130.90625,-11.625,83.4375,17929,11980,Extraction
Tribe,6706853,0,190.65625,-124.34375,8.8125,17931,5440,Industrial
Trica,1178833,0,148.375,63.78125,-63.46875,17933,11713,Industrial
Tricasses,13622207,0,167.5625,-130.96875,-27.25,17934,8403,Industrial
Tricastini,4034359,0,133.375,36.5625,10,17935,19009,Industrial
Tricor,478089911,0,71.5625,-19.5625,-35.0625,17937,16755,Agriculture
Tricorii,7045533,0,-31.34375,72,99.84375,17938,14733,Industrial
Trifid Sector IR-W d1-52,30750,0,-612.40625,-31.5,5182.875,131175,1688406,Extraction
Trigeno,30241919,0,74.53125,-82.71875,121.5,17940,14683,Industrial
Trimarindji,34272389,0,66.46875,-83.5625,117.125,17943,15871,Industrial
Trimir,360327493,0,23.25,-1.6875,110.625,17944,5852,Agriculture
Trinar,6903288,0,49.75,104.78125,70.375,17945,19425,Industrial
Tring,57151502,0,-130.34375,-6.03125,-52.0625,17946,3681,Industrial
Trinifex,4112436,0,68.8125,7.375,157.59375,17947,3362,Industrial
Tripitaka,53545864,0,58.375,9.71875,80.90625,17948,16293,Industrial
Tripu,2921958,0,-73.15625,9.28125,-27.8125,17949,7532,Extraction
Tripuna,29385932,0,-62.0625,-73.6875,-47.0625,17950,1701,Industrial
TrishiGaut,1066030044,0,51.1875,80.84375,-33.40625,17955,17263,Agriculture
Triteia,3507259011,0,-47.3125,16.90625,-65.90625,17956,14779,Agriculture
Triton,6331926882,0,67.75,-43.15625,-21.5,17957,6646,Agriculture
Trocmii,3430781442,0,88.28125,-180.6875,-23.34375,17961,17243,Agriculture
Trongbanza,31609627,0,25.625,-114.96875,98.09375,17965,13855,Industrial
Truk,2721954,0,-23,-143.71875,100.0625,17967,4747,Industrial
Truku,3743852,0,-59.90625,-3.1875,135.84375,17969,18783,Industrial
Trumanuchu,14870191,0,-2.875,36.875,58.4375,17971,15875,Industrial
Trumuye,6921267,0,96.59375,-46.125,-11.6875,17974,17595,Industrial
Ts'ai Shai,3964965,0,-16.5,-101.625,128.6875,17975,11803,Industrial
Ts'ao Hii,436819840,0,-80.53125,-13.9375,102.03125,17986,10377,Agriculture
Ts'in Gu,723567874,0,-116.1875,-47.71875,41.96875,18005,18777,Agriculture
Ts'in Yanka,8937443,0,86.53125,-3.46875,-87.3125,18006,5758,Industrial
Tsakhmet,8013559,0,124.5,47.65625,127.6875,17979,15971,Industrial
Tsanla,15282623,0,61.75,-159.09375,116.59375,17981,7130,Industrial
Tsanluo Wu,4192635,0,-88.09375,-62.40625,64.1875,17982,15313,Industrial
Tsanyala,5183854,0,43.34375,-109.25,84.09375,17983,10247,Industrial
Tsao Wang,5093872,0,64.15625,7.15625,118.9375,17988,14434,Industrial
Tschapa,11418924,0,139.03125,-169.875,33.78125,17989,5802,Industrial
Tsetiaci,2150754,0,161,-14.5,82.46875,17993,3270,Extraction
Tsetyerre,3398723,0,-17.9375,135.96875,63,17996,2959,Industrial
Tsim Biko,5879864,0,37.28125,158.5625,-35.84375,17997,2119,Industrial
Tsim Binba,22478618,0,10.0625,-81.125,1.25,17999,523,High Tech
Tsoghomal,1375649747,0,-115.53125,60.53125,35.4375,18008,16711,Agriculture
Tsohave,2096618514,0,91.5625,28.03125,-60.46875,18010,17343,Industrial
Tsohochosi,285598,0,113.03125,-81.46875,30.84375,18011,17878,Refinery
Tsohock,3582807,0,105.125,-40.6875,25.875,18012,15083,Industrial
Tsohoda,64936217,0,61.3125,-69.375,108.21875,18013,9486,High Tech
Tsohodiae,3498224,0,-103.75,30.96875,-1.5625,18014,4166,Refinery
Tsondama,5694413,0,57.15625,77.875,6.84375,18015,13846,Industrial
Tsongoris,6257719004,0,-84.84375,-12.40625,-93.625,18017,12555,Agriculture
Tsu,3071895,0,-8.40625,99.1875,22.3125,18018,14446,Tourism
Tuareg,7434436387,0,110.84375,-158.375,-2.3125,18028,17988,Agriculture
Tubalith,41363747,0,168.5,-175,57.15625,18031,8696,Industrial
Tujia,4390946462,0,-113.125,17.03125,5.65625,18035,3014,Agriculture
Tujil,13197151,0,144.9375,-13.21875,42.34375,18036,16926,Industrial
Tujila,245697,0,-64.375,-62.875,-153.875,18037,12819,Terraforming
Tujing,7216432770,0,147.125,-164.78125,21.125,18039,12194,Agriculture
Tukualang,4862787,0,2.1875,73,-51.65625,18042,19099,Industrial
Tulill,7560607,0,-25.4375,53.09375,90.65625,18045,17816,Terraforming
Tun,500000,0,-47.96875,20.96875,-17.53125,18052,17430,Agriculture
Tungus,20334677,0,-30.09375,40.1875,130,18053,7919,Terraforming
Turbacobo,3456137,0,-23.53125,-123.625,-10.75,18057,6641,Industrial
Turbo,3461673,0,47.34375,-52.96875,-121.90625,18060,10970,Industrial
Turing,17696640,0,41.9375,54.375,124.5625,18067,6357,Industrial
Turingga,2436490,0,-1.8125,-154.71875,105.25,18068,5769,Industrial
Turir,19380769,0,29.5,-75.5,58.1875,18069,5114,High Tech
Turmati,4398810,0,22.9375,-31.8125,-40.28125,18071,15646,Industrial
Turnat,16064410,0,92.28125,-18.84375,-27.375,18075,12491,Industrial
Turni,7440942,0,147.125,35.4375,-3.46875,18077,8872,Industrial
Turnon,3356314,0,-85.75,41.625,51.375,18078,14209,Industrial
Turomes,8194795,0,86.25,-122.53125,101.78125,18080,19921,Industrial
Turona,5765283,0,84.78125,-19.5625,86.28125,18081,15472,High Tech
Turot,5154485,0,-21.34375,6.4375,82.375,18084,2132,Industrial
Tutumu,5922676,0,-6.75,111.1875,-124.21875,18086,16704,Industrial
Tutumuye,4337954,0,27.40625,-18.96875,144.9375,18087,12144,Industrial
Tvasta,6471594,0,-83.625,-61.78125,135.15625,18092,9919,Industrial
Tvastyas,3970476,0,-52.875,128.53125,-14.96875,18093,18989,Industrial
Tvasu,12549210,0,-123.6875,-52,-17,18094,8306,Industrial
Tyerremon,2276114,0,119.21875,-19.40625,-80.03125,18104,6767,Industrial
Tyr,8803862,0,-79.625,21.25,-25.0625,18106,16236,Industrial
Tyrfing,3573446,0,-57.625,-83.4375,25.21875,18107,12849,Refinery
Tz'utuls,5007542,0,-57.4375,-89.1875,23.0625,18116,18625,High Tech
Tzu I,5958515,0,-51.28125,-49.09375,37.71875,18114,4679,Industrial
UBV 15076,1774981,0,-25.78125,14.03125,104.8125,18143,17502,Extraction
UBV 8670,60268820,0,78.15625,-8.6875,4.78125,18144,744,Industrial
UGP 120,2619070194,0,75.59375,-51.5,-62.4375,18156,14198,Industrial
UGP 145,16766105,0,74.34375,-32.78125,-6.625,18157,14876,Industrial
UGP 184,5183438,0,106.21875,-32.84375,24.28125,18158,9481,Refinery
UGP 485,813261592,0,-40.59375,-49.25,100.9375,18159,6380,Agriculture
UGP 619,6262535912,0,-6.65625,-80.8125,17.53125,18160,15366,Agriculture
Uadjiru,2314699,0,130.40625,-72.3125,41.46875,18123,5865,Industrial
Ualak,5118587,0,38.90625,-104.40625,-49.96875,18124,3321,Industrial
Ualangur,5157352,0,-74.46875,-30.3125,38.53125,18129,651,Industrial
Ualapalor,704481003,0,-20.375,-10.59375,65.78125,18130,20056,Agriculture
Ualar,11794763,0,143.59375,-143.78125,20.4375,18131,383,Industrial
Ualarni,4716391,0,214.5625,-174.34375,22.25,18132,3578,Industrial
Uba,3669648,0,182.125,-146.3125,-3.15625,18138,11012,Extraction
Ubere,12001823,0,-100.40625,28.125,-28.75,18142,3990,Industrial
Uchaluroja,10135496660,0,-10.09375,0.3125,-56.875,18146,11214,Agriculture
Uchang,2346361,0,147.21875,-13.34375,63.71875,18147,7240,Industrial
Udegobo,6834017,0,119.96875,-10.3125,-80.375,18148,1813,Industrial
Udegoci,21775094,0,-70,51.71875,-54.5,18149,9576,High Tech
Udihikoja,6896596,0,12.40625,-79.625,26.96875,18150,13171,Industrial
Uelloskima,3677087273,0,-76.25,-0.46875,16.875,18154,17779,Agriculture
Uenne,3475613,0,85.4375,-41.46875,-50.25,18155,6015,Industrial
Ugraseno,3371916,0,165.78125,-78.65625,61.625,18164,14046,Extraction
Ugrashtrim,11531079196,0,-10.6875,-83.15625,18.8125,18165,3580,Agriculture
Ugrasmat,24746671,0,-67.5625,-15.71875,-111.53125,18167,15185,Industrial
Ugraswar,56843437,0,57.6875,-21.875,92.625,18168,3204,Industrial
Ugraswarka,2640773,0,55.84375,-126.53125,-94.71875,18169,16894,Industrial
Ugrici,4155614,0,38.5,-178.375,60.125,18172,16839,Industrial
Ugricopa,26936561,0,104.375,21.9375,81.15625,18173,9660,Industrial
Ugrivirii,7856906,0,132.5,-99.0625,-3.28125,18175,12321,Industrial
Uhlang,6017365321,0,113.3125,-132,44.6875,18177,6948,Agriculture
Uhlanqui,600119433,0,-65.65625,-101.65625,63.90625,18178,18850,Agriculture
Uibumisin,6040805,0,-52.25,-90.71875,88.78125,18179,1212,Industrial
Uiburni,5045346,0,-74.9375,-133.375,-1.1875,18181,18953,Industrial
Uiburoju,175963,0,-78.25,27.40625,122.78125,18182,11923,Terraforming
Uibus,5814485,0,137.9375,-75.4375,-39.46875,18183,2709,Industrial
Uibuth,205094,0,140.8125,-192.96875,131.1875,18184,5876,Colony
Ulanquiates,1994930,0,-42.125,29.4375,153.21875,18188,3114,Industrial
Ulicunabopa,2956056,0,100.53125,93.90625,106,18191,16441,Industrial
Ullemi,19087163,0,83.46875,102.375,-2.53125,18196,15645,Industrial
Umaitis,9319154,0,-70.21875,19.78125,110.25,18205,15497,Industrial
Umaspi,2023524,0,18.6875,-72.71875,-14.1875,18206,18707,Industrial
Umastae,10976200,0,137.84375,40.125,-130.53125,18207,15302,Industrial
Umbila,4705756,0,-44.3125,-69.4375,-111.0625,18211,9681,Industrial
Umbiri,3373632,0,166.8125,30.625,-27.4375,18212,7838,Industrial
Umbrigua,12232693,0,50.5625,0.78125,-8.03125,18215,13160,Industrial
Umed,5482749521,0,-83.6875,-59.28125,60.28125,18218,7984,Agriculture
Una,20586513,0,-11.09375,41.09375,90.53125,18231,3765,High Tech
Undin,1342473,0,-88.28125,-64.59375,-79.125,18238,19894,Industrial
Unegak Maku,6225523,0,109.59375,12.125,41.71875,18241,12481,High Tech
Uneleni,268425,0,116.21875,-196.46875,114.3125,18242,1647,Terraforming
Unelians,4393422,0,61.9375,-31.25,139.28125,18244,18987,Terraforming
Unelinte,6870722,0,99.75,52.65625,72.3125,18246,594,Industrial
Unjangen,13725162,0,-86.59375,59.53125,-137.03125,18248,19483,Industrial
Unktock,5089334,0,-41.34375,-14.59375,-68.625,18251,10856,Industrial
Unktondjin,501154440,0,-60,-50.5625,115.09375,18253,11753,Terraforming
Unkuar,2006859,0,-14.15625,53.96875,56.28125,18255,14411,Industrial
Unkulcay,5759616,0,30.875,-56.84375,-103.46875,18256,10120,Industrial
Uodigaenta,24140366,0,-1.28125,-147.46875,-98.6875,18265,18952,Terraforming
Uodigi,8996513,0,50.03125,-185.3125,1.09375,18266,19084,Extraction
Uoluskas,18578114,0,27.375,15.53125,-94.28125,18270,11997,Industrial
Upaniklis,7172144,0,-151.21875,-25,77.71875,18273,6657,Military
Upsilon Andromedae,42215827,0,-30.4375,-15.28125,-27.90625,18276,5067,Industrial
Upsilon Aquarii,42593676,0,-23.625,-63.25,30.28125,18277,19359,Industrial
Upsilon Phoenicis,1706699945,0,47.1875,-191.53125,16.15625,18278,15943,Agriculture
Uracaretii,8989169,0,100.71875,58,-9.78125,18281,4984,Industrial
Uracenufon,5931173,0,166.71875,47.5,41.875,18282,16430,Industrial
Urarina,1123164272,0,57.25,106.75,32.96875,18284,7134,Agriculture
Urcia,6127662911,0,63.25,-146.5,-1.8125,18285,3314,Agriculture
Ursitoare,1299551,0,-3.6875,-60.8125,-2.53125,18291,17977,Refinery
Urthai,5796204,0,151.09375,13.3125,28.3125,18292,13703,Industrial
Uru,3078926,0,-77.3125,-99.625,18.5,18294,18528,High Tech
Urvane,12111185,0,83.5625,-140.28125,38.8125,18295,1611,Industrial
Urvantju,10344519,0,-74.375,-29.53125,-61.09375,18296,12385,High Tech
Urvas,107770,0,-134.0625,4.875,85.28125,18297,2025,Military
Urvasini,5664817,0,-104.78125,-31.125,-77.9375,18298,19679,Industrial
Usdia,17022815,0,133.9375,-63.96875,81.28125,18299,1704,Industrial
Usdiae,3248497,0,31.3125,-142.0625,-19.03125,18300,2488,Industrial
Usipedi,7068895,0,41.96875,-22.5,-114.21875,18304,672,Industrial
Uszaa,3200014163,0,68.84375,48.75,74.75,18311,11436,Industrial
Utar,5232001,0,37.0625,91.625,20.71875,18312,9675,Refinery
Uteran,2485379,0,93.15625,23.8125,-14.0625,18313,8814,Industrial
Uteruku,672264348,0,-54.8125,92.1875,59.15625,18317,11510,Agriculture
Utgaroar,1500000,0,-0.15625,-102.75,-5.5625,18319,12128,Agriculture
Utse,312794,0,-31.53125,12.65625,73.53125,18321,5491,Refinery
Uzbekree,7904087,0,-93.1875,36.6875,39.5625,18330,7161,Industrial
Uzumoku,6162940,0,-95.21875,9.875,-74.125,18333,18900,High Tech
Uzumoxii,9703895,0,-2.28125,-33.15625,-86.84375,18334,17302,Industrial
V1082 Herculi,2665013,0,-75.96875,68.21875,19.28125,18336,8530,Industrial
V1198 Orionis,76003,0,33.34375,-45.9375,-96.9375,18339,12997,Colony
V1581 Cygni,7974763,0,-14.9375,2.25,2.9375,18341,9535,Industrial
V1688 Aquilae,3275836646,0,-61.9375,-0.75,59.1875,18342,19911,Industrial
V2151 Cygni,56294842,0,-63.75,3.65625,-5.59375,18344,2078,Industrial
V2160 Cygni,1821366,0,-88.03125,-19.28125,12,18345,15134,Industrial
V2213 Ophiuchii,10374172,0,-22.28125,26.53125,57.8125,18346,5508,Industrial
V2578 Ophiuchii,1229357180,0,-2.15625,28.09375,64.28125,18348,6831,Agriculture
V2689 Orionis,1249074208,0,8.90625,-6.625,-34.9375,18349,11474,Agriculture
V352 Canis Majoris,39084058,0,40.3125,-16.9375,-32.59375,18351,12977,Industrial
V371 Normae,6306962728,0,44.4375,-6.53125,76.375,18352,2963,Agriculture
V372 Puppis,3148822,0,45.84375,-5.09375,-22.15625,18353,14599,Industrial
V374 Andromedae,7875978,0,-39,-15.9375,-41.3125,18354,14214,Industrial
V374 Pegasi,5781556,0,-26.90625,-10.5625,2.90625,18355,11662,High Tech
V402 Pegasi,40838807,0,-61.96875,-19.375,4.9375,18360,4725,Industrial
V405 Hydrae,5200185,0,78.0625,32.21875,-37.21875,18361,10097,Industrial
V406 Pegasi,4126900,0,-65.6875,-37.5,-17.65625,18362,12355,Industrial
V417 Hydrae,2966291119,0,61.65625,44,-20.125,18363,11878,Agriculture
V419 Hydrae,204372,0,62.625,30.625,2.78125,18365,810,Military
V491 Persei,40188772,0,-21.90625,-11.25,-61.78125,18369,2419,Industrial
V492 Lyrae,657022,0,-40.96875,14.78125,15.0625,18370,3465,Tourism
V538 Aurigae,14869465,0,-14.25,8.625,-36.4375,18371,11839,Agriculture
V595 Lyrae,2290995,0,-102.90625,34,41.78125,18374,15335,Industrial
V640 Cassiopeia,10626341608,0,-62.0625,-4.53125,-32.21875,18375,20051,Agriculture
V711 Tauri,422154438,0,6.9375,-65.625,-75.28125,18376,4187,Tourism
V740 Cassiopeiae,40924053,0,-86.1875,7.15625,-47.78125,18377,4986,Industrial
V749 Herculis,9319524,0,-41.53125,42.6875,46.96875,18378,10502,High Tech
V775 Herculis,11770371,0,-56.34375,11.125,39.625,30392,3045,Industrial
V886 Centauri,5328590,0,45.15625,12.125,26.96875,18387,10203,Refinery
V898 Herculi,3833735,0,-63.15625,76.15625,59.90625,18388,11806,Industrial
V902 Centauri,1936685813,0,83.90625,17.28125,26.59375,18389,13942,Agriculture
VESPER-M4,287780,0,-3.6875,-22.53125,57,18557,6801,Industrial
VVO 19,3170968880,0,-42.03125,-46.15625,46.21875,18696,1860,Agriculture
VZ Corvi,11829392325,0,39.6875,50.4375,25.59375,18700,17269,Agriculture
Vaccae,2861717,0,138.5,-12.375,-42.03125,18391,7276,Industrial
Vadimo,367856,0,66.5625,-62.53125,60.84375,18396,5916,Refinery
Vaditaba,19768843,0,117.75,20.125,-88.375,18398,14773,Industrial
Vafthruva,2892480,0,-90.84375,-23.3125,99.375,18400,3428,Industrial
Vagho,838562938,0,-100.21875,3.09375,-60.25,18402,6742,Agriculture
Vaipuna,3150974,0,132.53125,-157.09375,-45.40625,18405,5539,Industrial
Vaiurisc,1223218296,0,107.59375,18,-15.1875,18411,15068,Agriculture
Vajrapem,8342699,0,81.1875,-98.59375,159.65625,18414,1995,Industrial
Vajrapese,97564,0,18.15625,-141.84375,19.28125,18415,17046,Colony
Vajrappa,1695953,0,89.8125,79.3125,-129.4375,18416,11812,Industrial
Vak,71565,0,1.8125,-90.90625,94.9375,18417,9530,Refinery
Vaka,11287012,0,11.125,-86.3125,39.125,18418,7521,High Tech
Valda,1794050579,0,-92.34375,-7.6875,47.8125,18419,13234,Agriculture
Valdawongol,6760283,0,18.75,-13.4375,-156.1875,18420,10841,Industrial
Valis,7598258,0,-78.59375,-57.46875,118.03125,18427,3138,Industrial
Valkindan,202456,0,47.78125,-141.78125,-3.71875,18431,16909,Refinery
Valkups,1995445,0,40.84375,8.46875,-107.875,18435,6631,Extraction
Valta,36469196,0,-101.3125,23.34375,23.90625,18437,14035,Industrial
Valtam,7104942,0,-16.625,-70.65625,-126.9375,18438,18654,Industrial
Valtamkin,17092868,0,152.71875,-77.34375,105.09375,18439,14745,Industrial
Valtys,4963175,0,-35.90625,-63.375,-60.90625,18442,13508,Industrial
Vamm,11476089533,0,52.6875,78.28125,23.6875,18443,12198,Tourism
Vanaharan,808706286,0,18.53125,36.4375,134.9375,18446,7940,Extraction
Vanawa,2448351,0,-19.875,15.40625,111.75,18447,19000,Industrial
Vanayequi,594219067,0,-88.5,-12.3125,98.84375,18449,11178,Agriculture
Vanir,6571961902,0,0.78125,-59.34375,40.625,18451,3515,Agriculture
Varam,12978965,0,-60,132.0625,15.65625,18452,19523,Terraforming
Varani,514389,0,77.53125,-43.65625,117.8125,18453,12888,Refinery
Varati,9111872,0,-178.65625,77.125,-87.125,18454,16714,Industrial
Varayah,9275224,0,52.75,16.75,-9.875,18455,7209,Industrial
Vargerson,750000,0,95.53125,-164.625,39.90625,18461,6874,Agriculture
Varli,6666685,0,63.25,6.15625,120.03125,18463,7610,Industrial
Varpet,6439789,0,84.8125,-20.90625,-1.40625,18465,14635,Industrial
Vasak,1350474382,0,29.625,-49.03125,-126.71875,18470,4742,Agriculture
Vashis,518119890,0,107.4375,13.28125,0.4375,18473,5159,Agriculture
Vashishtha,5928833,0,101.3125,-70.53125,35.75,18474,10494,Industrial
Vasho,4393921,0,125.0625,-169.46875,157.59375,18475,19538,Industrial
Vasuki,215528,0,101.40625,-239.71875,51.25,18481,1137,Terraforming
Veamit,6766193,0,43.65625,-133.5625,-9.90625,18487,16258,Industrial
Vedi Di,3455796,0,16.46875,-36.59375,127.8125,18488,3778,Industrial
Veditja,4759387,0,109.625,-83.6875,-65.84375,18489,11545,Industrial
Vega,600017409,1,-21.90625,8.125,9,18490,11009,Agriculture
Veja Deng,5632137,0,-12.53125,-119.84375,-92.21875,18491,1224,Terraforming
Velabri,1652318,0,66.375,-41.46875,25.4375,18495,4449,Industrial
Velas,2982578,0,124.09375,89.1875,94.90625,18497,18773,Terraforming
Veleti,4206787,0,-63.3125,99.03125,-108.8125,18502,18593,Industrial
Veli,3094839,0,-83.375,136,-21.21875,18503,16426,Industrial
Velim,14183922,0,-0.5,81.5625,31.625,18505,18911,Industrial
Velis,1759640,0,-131.65625,-63.125,10.9375,18507,13404,Industrial
Velliep,443256,0,84.4375,-59.03125,28.21875,18511,11722,Refinery
Velnambang,3654287099,0,101.8125,-167.3125,52.03125,18512,3120,Agriculture
Velnambe,3710530028,0,105.84375,-151.3125,97.5,18513,8041,Agriculture
Velnians,2732018,0,80.96875,18.09375,-101,18515,12887,Industrial
Velniat,4854465,0,174.84375,7.84375,12.1875,18517,19330,Industrial
Vendarid,4097820,0,-56.78125,-58.9375,143.5625,18519,19212,Industrial
Vendemo,6185727,0,-25.9375,-65.8125,-36.46875,18522,16439,Industrial
Venegana,538596445,0,-18.65625,-83.625,19.46875,18523,5252,Agriculture
Venetet,5764668048,0,78.40625,-83.96875,69.25,18527,17200,Agriculture
Venetic,12496303,0,-68.4375,14.8125,35.0625,18528,6865,Refinery
Venexo,2261650937,0,128.09375,-53.59375,-2.125,18529,19473,Extraction
Vennik,459927280,0,-52.0625,127.53125,26.21875,18534,14950,Agriculture
Venux,4587662,0,57.09375,-38.4375,-52.96875,18535,4565,Refinery
Vequess,1199999,0,62.5625,-106,22.125,18536,11882,Industrial
Veramonawe,18655321,0,23.8125,-121,121.1875,18537,11749,Industrial
Veratha,2199693,0,-20.34375,123.0625,-126,18538,16228,Industrial
Verner,299733,0,74.1875,-47.09375,-10.03125,18543,12099,Extraction
Veroandi,51932756,0,33.15625,-37.625,32.25,18545,19596,Industrial
Veroo,7053930,0,23.5,-18.75,146.875,18547,19263,Industrial
Verovichili,7510699,0,146.46875,0.28125,65.40625,18548,16341,Industrial
Vertam,838948,0,-64.65625,-7.90625,-165.75,18549,496,Industrial
Vertamocori,3118602,0,-26.9375,63.1875,-132.4375,18550,2661,Industrial
Vertarindji,5496730,0,125.625,-108.90625,109.46875,18551,1171,Industrial
Vertumnus,11136941,0,-54.28125,13.875,19.40625,18556,7233,Industrial
Vestani,13237812,0,45.6875,98.53125,56.9375,18558,19019,Industrial
Vesuvit,14771883,0,145.09375,-239.5625,97.4375,18561,3432,Industrial
Vetr,11845175,0,-59.0625,12.65625,1.46875,18563,7960,Industrial
Vetta,9373313,0,-43.625,-46.5,-34.46875,18564,11217,Industrial
Vettones,2389486,0,7.4375,-113.09375,-98.125,18565,17306,Industrial
Villeachi,4503401,0,-19.09375,-63.125,89.40625,18577,2002,Industrial
Vimur,13431063,0,16.78125,-4.125,101.53125,18579,11226,Terraforming
Vinciani,2084601421,0,148.25,-132.4375,1.34375,18583,2340,Agriculture
Vincika,2237117,0,37.6875,137.90625,-44.96875,18584,14633,Industrial
Vindinepu,12628367,0,52.96875,-3.65625,99.25,18585,14001,Industrial
Viracocha,3503311,0,14,-46.4375,9.65625,18587,3926,Agriculture
Viro,5057827,0,97.90625,-147.625,-75.1875,18590,2053,Industrial
Viromi,5778785,0,142.46875,-171.53125,-60.90625,18593,6331,Extraction
Virung,13850483,0,0,19.40625,-164.09375,18602,15021,Industrial
Virus,4455019,0,-43.03125,-34.4375,117.5625,18603,2201,Industrial
Virusalansi,12865160,0,90.28125,-110.96875,-121.15625,18604,12703,Industrial
Vish,1931980515,0,134.40625,-136.25,-16.40625,18605,5704,Agriculture
Vishnaya,4795254,0,-40.90625,-115.375,114,18609,14183,Industrial
Visho,15429587,0,40.4375,-216.625,23.5,18610,11067,Industrial
Vishtha,1262476325,0,-36,25.03125,124.5625,18611,351,Agriculture
Vishvamitra,15753188,0,63.6875,-98.28125,120.625,18612,8086,Industrial
Vistaenis,5309711732,0,102.5,-104.78125,28.65625,18614,15532,Tourism
Visthalam,7357394,0,159.5,-107.46875,40.6875,18615,5174,Industrial
Vistnero,13142395,0,-142.71875,-42.96875,-35.5,18616,14985,Industrial
Vitoa,1319409,0,-0.71875,20.78125,84.53125,18621,2057,Refinery
